"","60F_Avg","60M_Avg","48F_Avg","48M_Avg","36F_Avg","36M_Avg","18F_Avg","18M_Avg","7F_Avg","7M_Avg"
"gene-LOC132763538|LOC132763538",584.6,716.333333333333,577.8,649.4,745.2,708.8,905.8,707.2,758.4,527.4
"gene-LOC132762130|LOC132762130",0,9,0.8,0.6,4.4,4.6,0,1,0,0
"gene-LOC132770299|LOC132770299",0,0,0,0.8,0,0,0,0,0,0
"gene-LOC132780127|LOC132780127",1224.8,762,588,738.6,745.2,621,959.4,824.6,873,817.8
"gene-LOC132774048|LOC132774048",6494.8,8710,4357.4,6113.4,6323.8,8104.4,7313.6,7366,9588.8,9728.2
"gene-NR4A3|NR4A3",91.2,116,23.8,41.4,18,27,29.6,34.6,14.6,14.8
"gene-LOC137096416|LOC137096416",0,0,0,0.2,0,0,0,0,0,0
"gene-KMT2C|KMT2C",2453.2,3951.66666666667,2239.6,3517.4,2480,3735.8,4656,3265,6282.4,5323.4
"gene-LOC132762418|LOC132762418",0,0,0.6,0,1,0.6,0,0.2,0.6,0
"gene-LOC132766006|LOC132766006",324.4,266.333333333333,194.6,290.4,333,309.8,353.8,244.8,331.4,236.2
"gene-LOC132762892|LOC132762892",1359.8,9589.33333333333,3301.8,9850.6,1940,10029,8823.4,2568,12198.6,38283
"gene-PDGFD|PDGFD",147.4,655,58.2,227.6,66.8,41.6,52.4,40.6,50.6,35.8
"gene-MPP4|MPP4",261,188.333333333333,112.2,168,217.4,158.4,298.8,154.4,819.4,140.8
"gene-HK1|HK1",130.2,301.666666666667,159.4,424,229.8,321,350.8,259.4,294.8,294.2
"gene-GMEB1|GMEB1",100.8,200.666666666667,176,168.8,173.4,168,309.2,159.6,332,144.2
"gene-DIO1|DIO1",1619.2,3367,3489,4623.6,2813,4263,4091,3631,4415.4,4895.6
"gene-POLR3A|POLR3A",144.2,226,199.4,235.2,210.6,268.2,248,196,165,104.2
"gene-LOC132774601|LOC132774601",263,635.333333333333,481.2,697.8,385.8,631.2,729.4,572.2,738,395.4
"gene-HPSE|HPSE",115.4,253.333333333333,168.8,407.6,220.2,293,214.8,168.6,67.2,55.8
"gene-LOC137097008|LOC137097008",0,0,0,0,0,0,0,0,0,0
"gene-SHROOM2|SHROOM2",1176.8,2652.33333333333,979.2,1286.4,1314.6,1469.8,2765.8,2023.6,3844.2,2662
"gene-ABRAXAS2|ABRAXAS2",958,1006.33333333333,734.4,956.2,891.4,1027.4,967.2,889.6,823.2,600.2
"gene-CASQ1|CASQ1",0,0,0,1.2,2.6,1.8,1.4,0,13.2,0
"gene-LOC132773522|LOC132773522",0,0,0,0,0,0,0,0,0,0
"gene-SYT3|SYT3",3,5.33333333333333,2.2,7.2,0,3,1,2.2,0.8,1
"gene-LOC137097808|LOC137097808",21996.4,21148,40261.4,30894.2,21096,165576.8,44679.4,29609.8,29237.6,46401.8
"gene-LOC137095011|LOC137095011",0.8,1,2,4.8,1.2,2.4,2.6,3.2,2.2,1.6
"gene-DGAT1|DGAT1",131.6,291.333333333333,193.4,332,388.6,501.8,304.6,195.2,227.8,196.4
"gene-CTSF|CTSF",796.2,7040.66666666667,2967.8,9723.6,1784.6,5125.6,4041.8,1932.8,571.8,361.6
"gene-NKRF|NKRF",346.8,341.333333333333,261.6,380.2,328.8,352.4,387.4,286.6,359.4,231.4
"gene-LOC132764989|LOC132764989",0,0,0.4,0,0,0,0,0,0,0
"gene-LOC132761656|LOC132761656",34.4,71,25.6,61,52,87.8,77,44.6,66.2,67.4
"gene-LOC137096839|LOC137096839",1.8,4,7.8,6,4.6,0,5.8,8.4,4.2,5.2
"gene-BAAT|BAAT",1667.4,3846,2290.8,3842.2,3968,4791.2,3965.4,4812.8,4678.6,3392.6
"gene-LOC132770338|LOC132770338",513.4,888.666666666667,516.2,714.6,567.4,821.4,1232.6,626.4,1386.4,1074.2
"gene-ELP2|ELP2",602.4,181.666666666667,316,260.6,98.4,257.4,115.4,484.8,228.8,378.2
"gene-TCFL5|TCFL5",0,2.66666666666667,3,0,8.2,0,0.6,0,0,1.6
"gene-LOC132781020|LOC132781020",826.6,1292.33333333333,805.8,1156.6,1214.6,1392.4,1663.4,1567.6,1444.6,1184.6
"gene-TRNAN-GUU-6|TRNAN-GUU",0,0,0,0,0,0,0,0,0,0
"gene-HHIPL1|HHIPL1",148.6,394.333333333333,134.4,276.8,241.2,281.6,443.2,359.4,201.4,236
"gene-ACOD1|ACOD1",128.2,123,110.4,262,101.8,171.4,276.6,109.4,45.4,22.6
"gene-DDX31|DDX31",399.6,511.333333333333,446.2,462.6,335.6,469.4,496.2,491.4,701.4,551.6
"gene-ZBTB4|ZBTB4",393,871.666666666667,324.4,795.8,486.6,777.8,1099.6,984.4,778.8,536.4
"gene-PI15|PI15",0,1,0,2.2,0,2.8,2.4,1.8,4.8,5.8
"gene-LOC132777483|LOC132777483",272.6,399.333333333333,312.8,361.4,311,573.6,818,635.2,1202.2,1064.2
"gene-LOC137096435|LOC137096435",0,0,0,0,0,0,0,0,0,0
"gene-EIF2B5|EIF2B5",492,719.333333333333,438,673.6,438.6,674.6,766.8,666.6,776.8,565.6
"gene-ARHGAP9|ARHGAP9",127.8,303,136.8,360.6,121.2,193.2,205.6,144.2,111,78
"gene-WRNIP1|WRNIP1",727.4,646,841.6,575,1065.8,470,854.6,542.8,1108.6,1066.2
"gene-DNM1L|DNM1L",839.6,2271.33333333333,1443.4,3075.8,1161.6,1790.4,1772.8,1783.6,1180.4,1231.4
"gene-RAF1|RAF1",2402.2,2337.66666666667,2178.6,2376.4,2599,2556.8,3276.8,2396.4,3021,2587.8
"gene-GAS7|GAS7",599.2,1783.33333333333,645,1482.8,830.6,923,1125.2,592.4,1129.4,709.6
"gene-RNMT|RNMT",246.6,431.666666666667,297.8,524,286.2,401.4,338.6,305.6,239,242.2
"gene-UBC|UBC",25060.2,41623.3333333333,35621.4,50973.4,37062.8,42916.2,61183.4,30031.6,36808.6,34312.8
"gene-LOC132782116|LOC132782116",1798.8,2011,3142.2,1596.2,4678.6,1155.6,1844.8,1861.8,2722.8,2356.4
"gene-LOC137096402|LOC137096402",64.8,8.66666666666667,47.8,21.2,29.6,10,7.2,2.6,1.4,0.6
"gene-HNRNPLL|HNRNPLL",793.6,885.333333333333,624.4,888.2,682,672.4,787.8,768.2,753.8,714
"gene-LOC132777974|LOC132777974",1223.4,2327.66666666667,1381.6,2424.4,1563.6,2295.2,2119.4,1896.2,2046.4,1798.2
"gene-OLFML2B|OLFML2B",12.8,29,2.4,14.2,9.8,8.8,23.4,8,16.4,13.6
"gene-MIER3|MIER3",370.2,634.666666666667,354.2,588.6,521,589,675.4,520.6,593,452
"gene-CRYAB|CRYAB",8.8,13,13.8,12.2,16.2,4,2.8,1.8,1.4,1.2
"gene-SUOX|SUOX",29.8,110.666666666667,35,108,46.4,82.8,66.2,89.2,39.8,32
"gene-CMTM7|CMTM7",302.6,965.333333333333,308,977.2,424.2,637.8,755.2,531.6,358.6,307.6
"gene-LOC132771629|LOC132771629",0,0,0,0,0,0,0,0,0,0
"gene-LOC132765632|LOC132765632",0,1,0,0,1.6,0,1.8,0,0.6,1.2
"gene-C12H1orf56|C12H1orf56",0.4,2.66666666666667,0.8,28.4,11.8,0.6,0.6,0.6,0,0
"gene-CLCN3|CLCN3",512,1102,583.8,1156.4,704,896.4,784.6,613.6,476,501.4
"gene-PUM1|PUM1",2444.8,3330.66666666667,2637.6,2720.6,2860,2816.8,4432,3067.2,3979.8,2702
"gene-ANO10|ANO10",381.6,597.666666666667,323.4,616,488.8,446.6,391.8,280,303,298.2
"gene-LOC132773179|LOC132773179",60,182,69.2,327.6,134.6,146.6,127.2,31,11.4,2.2
"gene-THOC3|THOC3",499,808.666666666667,598,860.6,744.2,707.4,786.2,751,768,679.4
"gene-HDAC2|HDAC2",870.8,1111.66666666667,651,1065.8,767.6,919.2,1115.4,899.8,1037.6,752.6
"gene-LOC132769536|LOC132769536",0,0,0,0,0,0,0,0,0,0
"gene-VLDLR|VLDLR",82.2,257.333333333333,220.6,431.2,200,280.8,260.8,143.4,55.2,42
"gene-MYDGF|MYDGF",1118.2,1342,1774,1584.4,1701.8,1117,1624,1141,2004.2,1530.6
"gene-CCDC71|CCDC71",90,194.666666666667,166.4,210.8,152.8,245.2,181.6,146.8,143.2,111.2
"gene-LOC132781626|LOC132781626",15.6,38,25,71,9.6,38.2,10.4,58.6,29,174.2
"gene-PLEC|PLEC",2045.8,7274.33333333333,3459.6,12087.8,2981.8,6827.2,5749.2,3544.4,3666.8,3489.2
"gene-DAPK1|DAPK1",2149.4,3208.66666666667,1669.4,3039.2,1743.8,2692.8,2733.2,1702.6,1679.4,1340.4
"gene-LMX1A|LMX1A",0,0,0,0,0,0,0,0,0,0
"gene-LOC137094724|LOC137094724",969.6,145.333333333333,507.2,251.2,936.6,804.8,1068.8,420.4,836,456.2
"gene-LOC137094997|LOC137094997",23.8,98,34.2,95.4,34.4,124,197,159,295,141.6
"gene-LOC132782006|LOC132782006",8.8,16,5.8,20.4,3.2,13.4,7.8,7.8,15.8,8.8
"gene-HPGD|HPGD",1805.4,1424,1474.2,1287,1571.4,952.6,1450.4,1377.4,989,1519.2
"gene-LOC132773485|LOC132773485",0.8,12.3333333333333,0,3.4,0,0.2,0,5,0,2.2
"gene-LOC132765465|LOC132765465",1,7.66666666666667,5,0.4,0,2,1.2,10.4,1.4,0
"gene-LOC132777671|LOC132777671",11.6,13.3333333333333,1.4,9,10.8,1.6,3.8,4,14.8,16.2
"gene-LOC137096247|LOC137096247",209.2,251.666666666667,221.2,249,381.4,233.4,251.8,232,296.4,189
"gene-LOC132783182|LOC132783182",0,0,267.4,2.6,3,3.8,1,5,4.4,213.2
"gene-NRSN1|NRSN1",1243,529,738.2,303.8,1676.6,362,982,442.8,983.4,279.6
"gene-COL11A2|COL11A2",3,2.33333333333333,12.8,7.8,5.6,5,10,7.2,6.4,0
"gene-AURKA|AURKA",54,97,130.4,170.2,129,114,185.6,65.6,672,254.8
"gene-PPA1|PPA1",3165,5116.66666666667,3192.6,5019.6,3207,4723,3461.2,4721.2,5348.4,6475.4
"gene-TRDN|TRDN",0,0,0,0,0,0.6,0,0,12.4,0
"gene-UBXN1|UBXN1",973,1223.66666666667,1129.8,1371.6,1176.4,1183.6,1137.8,1091,1091.4,959.2
"gene-LOC137095700|LOC137095700",0,8.33333333333333,0,12.6,3.6,1,2.2,3.2,0,0.6
"gene-MYH10|MYH10",4371.6,9122.33333333333,6728.2,7183.4,7173,7162,10306.2,5121,10594,13054.4
"gene-SCRIB|SCRIB",1084.6,2189.66666666667,1244.4,1839.6,1205.6,2167.2,2680.8,1841.6,2766.6,1984.8
"gene-CENPF|CENPF",4.4,15.3333333333333,3,15.4,9,8.6,46.8,15.8,450.2,198.6
"gene-PSMD6|PSMD6",983.4,1453,1275.2,1816,936,1128.6,1253,1227.4,1030,1110.2
"gene-PRKX|PRKX",254.6,603.666666666667,346.4,655.4,730,394.8,1015,422.6,504.2,513.4
"gene-MCC|MCC",1047.6,1022.66666666667,1177.2,805.6,1241,806.2,1266,794.8,828.4,884
"gene-LOC137095977|LOC137095977",0.4,0.666666666666667,1,0.8,0.6,0.6,0.8,0.4,0.4,0.8
"gene-MFAP3L|MFAP3L",223.4,498.666666666667,268.2,316.2,704.4,1380.2,628,659,834.4,575.4
"gene-LOC132766924|LOC132766924",759,1175.66666666667,897.6,1378.6,758,1244.2,804,1065.4,829.2,1466
"gene-LOC132778218|LOC132778218",0,11.3333333333333,0.6,2.8,0,4.2,0,57.4,38.6,288.4
"gene-LOC137097818|LOC137097818",106,129.666666666667,122,20.4,20.2,177.2,37,28.2,95.8,67.4
"gene-HLX|HLX",184.8,371,200.6,353.2,305.4,346.6,383.2,267.6,308.6,248.8
"gene-HBEGF|HBEGF",12,26.6666666666667,4.2,12.2,33.2,8.6,18,13.8,12.8,7
"gene-SEC24B|SEC24B",731.6,1242,670.6,1203.4,809.2,1033.2,1072,764,1085.2,680.4
"gene-NDRG2|NDRG2",5008.8,8243.33333333333,5557.2,7793.4,6705.8,8329.4,12745.2,9514.4,15165.8,9404
"gene-SLC8A1|SLC8A1",53.4,101,50.8,76.8,71.2,100,84.6,89,148.2,64.2
"gene-LPIN2|LPIN2",1019.4,1479,658.4,2064,924.2,1621,1084.6,1013.4,417.4,422.8
"gene-LOC132779470|LOC132779470",0,0,1.2,0,0,0,0,0,0,0
"gene-ST14|ST14",609,1388.33333333333,840,881.8,916.4,1084.8,2477,1202.4,1600.8,1333.6
"gene-TSPAN1|TSPAN1",315.4,3938.33333333333,77.6,6800.4,345.8,12269.8,181.2,7114.2,94.2,59
"gene-CSRNP1|CSRNP1",139.4,554.333333333333,168.8,419.6,198,407,400,546,479.4,363
"gene-FDPS|FDPS",115.8,129.333333333333,167.8,262,188.8,237,186.8,205,120.6,75.2
"gene-LOC137096861|LOC137096861",0,0,0,0,0,0,0,0,0,0
"gene-LOC132773726|LOC132773726",46.2,30.3333333333333,10.8,44.8,14.6,20.4,9.2,14.4,8.6,6.4
"gene-HEPACAM2|HEPACAM2",0,0,1.8,0,0,0,0,0,2.2,0
"gene-LOC132762740|LOC132762740",22,13,28.2,20.2,31.2,31.6,43,23.2,23.8,33.2
"gene-LOC137096991|LOC137096991",27.2,6.33333333333333,1.4,7.2,12.8,12.8,10.2,7,4,4.4
"gene-AMN1|AMN1",1333.4,1410.66666666667,1020.8,1334.8,1637.4,1548,1712,1427.2,1819.6,1061
"gene-HMGCS2|HMGCS2",7362,19757,11606.8,20897,11771.2,29557.2,15818.4,19134.6,14477.8,26999
"gene-FCHSD1|FCHSD1",1126.2,793,964,979.2,739,749.6,1256.2,842.6,995.6,694
"gene-LOC132778043|LOC132778043",0,0,0,2,0,0,0.2,0.6,0,0
"gene-OAZ3|OAZ3",0.6,2.33333333333333,0,4.6,4.2,4,0,6.8,0,1.4
"gene-LOC132773124|LOC132773124",0,0,0,0,0,0,0,0,0,0
"gene-LOC132771124|LOC132771124",7636.6,5,8123.6,36,3631.4,8.8,1583.4,28.4,103.8,34.4
"gene-LOC132774072|LOC132774072",3100.8,4839,4349.8,4476.2,6526.8,3686.8,5191.8,1637.4,2354.2,937.6
"gene-BACH1|BACH1",1463.6,2934,1718.8,2864,1750,2069.2,2329.6,1984.2,1857.6,1531.6
"gene-LOC132760928|LOC132760928",4.6,0,0,0,0.6,0,0,0,0,0
"gene-LOC132782057|LOC132782057",546,1283.66666666667,827,1281.6,864,1447.8,1748.2,1205,1432,1539
"gene-SEMA3B|SEMA3B",332.6,707,300.2,548,438.2,339.4,619.2,461.6,634.2,499.6
"gene-RAD23B|RAD23B",3810.4,6601,4032,6060.6,5701.4,6063.2,7879,8550,11668.8,7153.6
"gene-SAP30|SAP30",596.4,801.666666666667,715.4,840,902.6,759,740,540,968.2,620.4
"gene-RPP38|RPP38",104.2,117,132.8,193.2,167,95.2,105.6,73.2,74.6,74
"gene-LOC132768577|LOC132768577",1043.4,1372,785.4,1565.6,1525.4,839.6,1172.2,956.8,2264,1468.4
"gene-MTTP|MTTP",1010.8,2724.66666666667,1115.2,2642.2,1572.8,3343,3286.2,3458.6,4427,3868
"gene-ACTG1|ACTG1",54120.6,101783.333333333,75875.6,140172.6,70805.6,84602.8,86058,64281.6,41039.4,45792.6
"gene-NME8|NME8",4.6,0,0,3.4,0,5,6,0,0,3
"gene-LOC137097819|LOC137097819",99.6,110.666666666667,106,20.6,19,184.6,34,25.6,80.4,65.6
"gene-KAZALD1|KAZALD1",0.6,0,5.2,0,2.8,0,0,0,0.6,0
"gene-LOC132762267|LOC132762267",3.4,2,2.8,5.8,0.6,3.4,5.4,2.8,3.6,3.8
"gene-HNRNPUL2|HNRNPUL2",4290.4,8056.33333333333,4583.8,6805.4,5450,7321.4,8018.2,7828.2,9499.6,7224.2
"gene-LOC132782174|LOC132782174",500.2,1163.33333333333,450.8,732,603.8,962.4,1646.4,1651.2,2899,1693.6
"gene-C3H11orf97|C3H11orf97",1.6,4.33333333333333,4.2,6,5.8,0,5.2,0,0,0
"gene-SLC38A5|SLC38A5",4402.6,912.666666666667,2059.2,806.8,3220,491.6,1288.2,262.2,717.2,438.2
"gene-LOC132761911|LOC132761911",0,0,0,0,0,0,0,0,0.6,0
"gene-LOC137095986|LOC137095986",37,39,17.8,39.8,331.2,42,44.8,28,27.6,22.4
"gene-LOC132778381|LOC132778381",87.8,808.333333333333,249.8,629.2,302,745.4,981.4,1927.2,2002.4,1915.8
"gene-BHLHE22|BHLHE22",0,0.666666666666667,5.2,0,0,0,0,0,1,0.2
"gene-FXR1|FXR1",2189.4,3669.33333333333,2235.2,3834.8,3275.2,3294,3807.6,3444.6,3332.4,2803
"gene-LOC137096842|LOC137096842",0,0,0,0,0,0,0,0,0,0
"gene-HAO1|HAO1",2972.2,4827,3866.4,5149.6,4461.2,6929.4,3939.4,5650,5283.4,6000.2
"gene-RDH8|RDH8",1217,1678.66666666667,942,999.2,1740.2,2190,3784.8,4175.8,6314,3118.8
"gene-PPT2|PPT2",275.2,372,319.8,491,327.4,431.2,462.2,254,394.8,316.4
"gene-SRD5A1|SRD5A1",123.4,118.333333333333,60,46.6,37.4,30.6,50.6,19.6,144.8,73
"gene-LOC137094835|LOC137094835",0,0,0,0,0,0,0,0,0,0
"gene-LOC132779297|LOC132779297",2.6,0,0,0,0,10.4,4.2,0,0,0
"gene-TRAF1|TRAF1",15.8,10.6666666666667,10.4,24.6,7,11,23.2,17.2,15.4,18.6
"gene-LOC132772578|LOC132772578",0,0,0,0,0,0,0,0,0.8,0
"gene-LOC132769289|LOC132769289",717.6,910.666666666667,1181.4,1218,1327,966.2,1040.6,895.4,1000.2,683.2
"gene-GPATCH2|GPATCH2",173.8,318.333333333333,176.4,283.8,251.4,271,316.6,224.6,300.4,241.2
"gene-MIURF|MIURF",17,48.6666666666667,27.4,57,36,51.4,53.6,64.8,66.6,38
"gene-TAL1|TAL1",83,119.666666666667,42,146.8,89.8,158.6,131.4,155.2,125.4,126.8
"gene-LOC132777162|LOC132777162",0.4,1.66666666666667,2.4,0,0.4,0.4,0,0,0,0
"gene-NT5C1B|NT5C1B",97.6,317.333333333333,142,513.6,177.2,284.4,233.2,103.8,70,57.6
"gene-PJA2|PJA2",1173.6,1569,1311.6,1771.2,1521.2,1618.2,1823,1944.4,1573.8,1396.6
"gene-NOL7|NOL7",292.8,402,443.6,444.8,391,447.6,408.4,303,353.8,268.2
"gene-DNAH14|DNAH14",71.8,28.3333333333333,64.4,178.6,190.2,28.2,39.4,52.4,378,48.4
"gene-ETFA|ETFA",4928.4,5187.33333333333,6303.6,5818,5449,5135.8,4570.6,5301.4,5768.2,5826.8
"gene-METTL18|METTL18",124.2,210,140.8,255.8,167.2,181.6,193.6,158.2,105.2,106.4
"gene-TRAPPC9|TRAPPC9",196.8,557.666666666667,237.8,529.8,271.2,588.8,869.2,877.6,1103.8,666
"gene-LOC137096734|LOC137096734",49.4,35.3333333333333,51.8,74.4,41.4,57.2,54.8,34.6,65.6,92.2
"gene-LACC1|LACC1",82.4,240.666666666667,118.2,294.8,141.4,198.4,371,183.2,214.6,143.6
"gene-LOC132772697|LOC132772697",0.8,12.6666666666667,9.6,3,12.2,3.6,6.2,4.2,0,0
"gene-JAZF1|JAZF1",114.8,160.333333333333,150.6,162.6,156.8,152.2,179.4,96.8,154.6,180.4
"gene-ZIC5|ZIC5",0,0,0,0,0,0,0,0,0,0
"gene-TIMP3|TIMP3",613.4,2128.33333333333,614.6,1893.8,1669.4,1353.6,1913.8,1343.6,1475.6,1151.6
"gene-PTPDC1|PTPDC1",10.2,13.6666666666667,10.2,29.4,19.4,16.2,15.8,20,33.8,16.2
"gene-SATB1|SATB1",250.4,323,220.2,403.4,295,294.8,343.8,213.2,261,244.4
"gene-GFOD2|GFOD2",497.8,892,525.4,763,627,685.8,989,825.8,861.8,678.2
"gene-GGA3|GGA3",334,697.666666666667,393.4,924.2,518.8,658.4,582.2,406.8,293.6,285.6
"gene-VPS28|VPS28",1014.4,1451,1308.2,1702,1540.2,1539,1533.4,1142.2,1283.6,969.8
"gene-HEXIM1|HEXIM1",806.6,1658,1128.4,1537.6,1307.8,1889.8,1859.6,1395,1357.8,1305
"gene-LOC132769037|LOC132769037",1.4,10.3333333333333,1.2,13.4,0.8,4.6,0,0,0,0
"gene-LOC137096129|LOC137096129",2.6,6.66666666666667,0,5.6,3.8,1.4,3.8,1.4,10.4,6.2
"gene-UPK1B|UPK1B",0,0,8.2,0,0,1,0.6,0,1.2,1.6
"gene-LOC137097971|LOC137097971",1.8,6,3.4,4.8,0.6,0.6,1.4,0.4,4,3.2
"gene-LOC132765892|LOC132765892",342.8,607.666666666667,325.8,506.8,612.2,546.4,758,508.8,866,499.4
"gene-LOC132779554|LOC132779554",0,0,0,0,0,0,0,0,0,0
"gene-TMEM8B|TMEM8B",0,0,0.8,0,0,0.6,0,0,0,0
"gene-LOC132772587|LOC132772587",30.6,4.33333333333333,2.2,8,8.6,3.6,9.8,0.8,18.8,3.4
"gene-GPN1|GPN1",323.8,257.666666666667,236,337,242.2,284.2,291.8,219.2,244.4,191.4
"gene-LOC132782110|LOC132782110",507.8,1255.33333333333,717.6,1318.8,749.8,2229.4,1581.8,1467,3096.2,2999
"gene-LOC132765452|LOC132765452",11.6,4,7.2,16.6,0,14.8,9.4,17.4,0,0
"gene-LOC132780074|LOC132780074",6.8,17.6666666666667,2.2,57,6.4,75.8,6.6,24.2,3.8,10.2
"gene-LOC137097640|LOC137097640",1,0,0,0,0,1,0,0,0,0
"gene-LOC132768724|LOC132768724",19.4,31,27.2,64.8,41,45.8,41.4,18.8,23.6,10.4
"gene-LOC132776008|LOC132776008",0,0,0,0,0,0,0,0,0,0
"gene-TNNT3|TNNT3",78.6,7.66666666666667,68.6,12.4,60.4,13.4,32.2,12.4,23.6,26.4
"gene-ELL2|ELL2",4283.2,4715,3762.6,3459.8,4892,3435.6,6769.4,7054.2,6460.8,3975.4
"gene-FITM2|FITM2",91.4,295,187.4,218.8,227.2,281.4,269,225.2,161.8,131
"gene-LOC137096837|LOC137096837",0,0,1.2,0,0,0,0,0,0,0
"gene-SLC25A30|SLC25A30",1902.2,2242,1781.8,2148,2024.8,2242.2,2354.4,1624.4,2015.2,1275.6
"gene-LOC132767904|LOC132767904",37.6,158.333333333333,58.8,161.8,57.8,119.2,109.4,44.2,7.4,16
"gene-LOC137096391|LOC137096391",0,1.33333333333333,0,2.2,0,0.6,0,0,0.8,0
"gene-LOC137097064|LOC137097064",0,0,0,0,1.2,0,0,0,0,0
"gene-LOC132778353|LOC132778353",6119.2,10336,6649.6,7688.6,5484.8,6077.4,14084.8,13764.8,31908,39466.2
"gene-LOC132777490|LOC132777490",1696.4,1518,2351.2,2132,2939.2,1553.6,1341,1266.8,1548.4,1178.8
"gene-LOC132769724|LOC132769724",144,382,92.4,469,454.6,304,350,52.6,257.6,92.4
"gene-SPICE1|SPICE1",20,21.3333333333333,22,300,225,18.4,26.4,14.2,121.2,56.8
"gene-IL20RB|IL20RB",69.6,39.6666666666667,53,145.6,40.2,43.2,27.6,13.8,2.6,6.6
"gene-CCSER1|CCSER1",69.6,302.666666666667,72.4,206.2,72.6,197.2,144.4,268.8,115.2,142.2
"gene-PHF23|PHF23",600.6,1259.66666666667,820.8,1362.2,878.6,1231,1392.6,973.8,1219.6,1018
"gene-LOC132779812|LOC132779812",9,21.6666666666667,4.2,24.6,9.6,7.2,5.2,5.2,7.6,9
"gene-LOC132766692|LOC132766692",0.2,0,1,0.4,0,0,0.6,0,0,0
"gene-NPY2R|NPY2R",0,0,0,0,5,0.8,0,0,1.4,0
"gene-RAX|RAX",0,0,4,0,0,0,0,0,0,0
"gene-LOC132782207|LOC132782207",0,0,0,0,0,0.2,0,0,0.2,0
"gene-LOC137095749|LOC137095749",0.2,0,0,0.2,0,1,0.2,0.4,0.2,0.4
"gene-EIF6|EIF6",1562,1184.66666666667,1467,1354.6,1112,1356.2,1137.2,1067.4,1232.8,1305.6
"gene-LOC132774535|LOC132774535",0,0,0,0,0,0,0,0,0,0
"gene-LOC132779660|LOC132779660",0,0,0,0,0,0,0,0,0,0
"gene-SSTR2|SSTR2",541,1180,778.6,909.6,1081.6,1351.6,1196.4,1158.4,1501.8,1446.6
"gene-ESPNL|ESPNL",2.4,34.3333333333333,2.6,29,15.8,44.6,17.8,34.4,6.6,12.4
"gene-LOC137096761|LOC137096761",0,0,0,0,0,0,0,0,0,0
"gene-LOC132770187|LOC132770187",20.2,81,66.6,100.2,26.4,44.8,68.4,33.6,41.4,51
"gene-QPCT|QPCT",173.2,1457.33333333333,412.2,1780,610,951.8,1013.4,456,328,305
"gene-RC3H2|RC3H2",135.2,236,143.6,281,195,314.8,414.6,452,461,351.8
"gene-TXLNG|TXLNG",703.4,1147.33333333333,565.8,965.4,819.4,803.4,1167,1052.4,1120.8,711.4
"gene-LOC132765952|LOC132765952",144.8,213.333333333333,132,219.8,232.8,223.8,365.4,295.2,429.2,235.4
"gene-DMTN|DMTN",222.2,294,176.2,528.4,217.8,447.2,457.6,439,316.6,319.8
"gene-LOC132769549|LOC132769549",0.4,0,0.8,0.8,0,0.4,0,0,0,1.2
"gene-LOC132772424|LOC132772424",0.4,0,0,0,0,0,0,0,0,0.2
"gene-LOC137095426|LOC137095426",0,0,0,0,0,0,0,0,0,1.6
"gene-PARVG|PARVG",86.6,150.666666666667,123,270.2,164.6,188.8,215.4,140,77.4,75.6
"gene-WDR76|WDR76",262,330,222,310.8,273.2,196.6,271.6,306.4,671,715.8
"gene-CRHR2|CRHR2",33,176.666666666667,76.4,84.6,64.6,140.8,165.8,159.6,92.8,71.6
"gene-TRNAR-CCG|TRNAR-CCG",0,0,0,0.6,0,0,0,0,0,0
"gene-TSR3|TSR3",1461.8,862,1339.8,1202.6,1579.4,951.6,1531.4,754.8,1407.8,808
"gene-ABCA4|ABCA4",109.2,87,86.2,91.2,202.4,87.6,166.4,65,94.8,84.6
"gene-LOC137097261|LOC137097261",1,1.33333333333333,1,2,1,0.8,0.2,1.2,0.6,0.8
"gene-RAB5IF|RAB5IF",1846.8,2566,2306.8,2567.4,2034.6,2182,2193.6,1982.6,1875.8,2192
"gene-LOC132763775|LOC132763775",65.2,147.666666666667,56.6,108,92.2,124.8,177,142.4,300.6,172.2
"gene-LOC137095943|LOC137095943",0,0,0.2,0.4,1,0.6,0.2,0,0,0
"gene-TANK|TANK",661.6,1186.66666666667,658.2,1387.2,756.4,947.8,1144,874.8,902.2,672.4
"gene-PLCB1|PLCB1",427,475,400.6,340,427.2,252.6,429.6,489.4,798.8,797.2
"gene-PRUNE2|PRUNE2",1801.8,2590,1374.6,1746.6,2382.2,3357.4,4988.8,3529.6,5435.2,2867.4
"gene-LOC132780224|LOC132780224",0.8,4,0,0.8,0,1.6,3.2,0,5,1.4
"gene-LOC132779435|LOC132779435",2.4,15.6666666666667,2.2,5.2,3.6,3.4,0.6,0.8,2,1.2
"gene-LOC137095433|LOC137095433",0,9.33333333333333,0,18,0.4,10.2,0,29.6,0,16
"gene-AFG1L|AFG1L",439.8,491,318,473.8,438.8,467.6,552.8,579.2,659.2,591.8
"gene-NAALADL1|NAALADL1",0,0,0.6,1,0.8,2.2,0,4.6,0,0
"gene-PRKCQ|PRKCQ",89.4,85.6666666666667,79.6,150.4,105.6,113.2,158.4,95,59.6,35
"gene-CETN2|CETN2",480.6,731,921.4,1207.8,600.8,703.6,780.6,677.8,841.8,704.2
"gene-SHISA2|SHISA2",0,0,0,0,0,0,3.6,0,2,2
"gene-PGP|PGP",1108.2,1494,1452.2,1531.4,1756.4,1379.2,2503.4,1653,2636.8,1627
